Protein Id,Id,Gene Symbol,Description
sp|Q8BMQ2|TF3C4_MOUSE,3949,Gtf3c4,TF3C4_MOUSE General transcription factor 3C polypeptide 4
sp|Q9QXN0|SHRM3_MOUSE,3950,Shroom3,SHRM3_MOUSE Protein Shroom3
sp|A2ALU4|SHRM2_MOUSE,3951,Shroom2,SHRM2_MOUSE Protein Shroom2
sp|Q91YU8|SSF1_MOUSE,3952,Ppan,SSF1_MOUSE Suppressor of SWI4 1 homolog
sp|Q9R0X2|ADEC1_MOUSE,3953,Adamdec1,ADEC1_MOUSE ADAM DEC1
sp|Q9Z2Z6|MCAT_MOUSE,3954,Slc25a20,MCAT_MOUSE Mitochondrial carnitine/acylcarnitine carrier protein
tr|E9QNR6|E9QNR6_MOUSE,3955,AI837181,E9QNR6_MOUSE Protein AI837181
sp|Q62356|FSTL1_MOUSE,3956,Fstl1,FSTL1_MOUSE Follistatin-related protein 1
sp|Q6PDG8|MON1A_MOUSE,3957,Mon1a,MON1A_MOUSE Vacuolar fusion protein MON1 homolog A
sp|Q8BMQ8|MON1B_MOUSE,3958,Mon1b,MON1B_MOUSE Vacuolar fusion protein MON1 homolog B
sp|Q9WV68|DECR2_MOUSE,3959,Decr2,"DECR2_MOUSE Peroxisomal 2,4-dienoyl-CoA reductase"
sp|Q91X21|K2013_MOUSE,3960,Kiaa2013,K2013_MOUSE Uncharacterized protein KIAA2013
sp|Q8BY71|HAT1_MOUSE,3961,Hat1,HAT1_MOUSE Histone acetyltransferase type B catalytic subunit
sp|Q921T2|TOIP1_MOUSE,3962,Tor1aip1,TOIP1_MOUSE Torsin-1A-interacting protein 1
sp|Q9CUX1|P52K_MOUSE,3963,Prkrir,P52K_MOUSE 52 kDa repressor of the inhibitor of the protein kinase
sp|Q78IQ7|S39A4_MOUSE,3964,Slc39a4,S39A4_MOUSE Zinc transporter ZIP4
sp|O70583|TRI18_MOUSE,3965,Mid1,TRI18_MOUSE E3 ubiquitin-protein ligase Midline-1
sp|Q923D2|BLVRB_MOUSE,3966,Blvrb,BLVRB_MOUSE Flavin reductase (NADPH)
sp|Q9ESV0|DDX24_MOUSE,3967,Ddx24,DDX24_MOUSE ATP-dependent RNA helicase DDX24
sp|Q99N92|RM27_MOUSE,3968,Mrpl27,"RM27_MOUSE 39S ribosomal protein L27, mitochondrial"
sp|Q8CA72|GAN_MOUSE,3969,Gan,GAN_MOUSE Gigaxonin
sp|Q8VD76|TF2H3_MOUSE,3970,Gtf2h3,TF2H3_MOUSE General transcription factor IIH subunit 3
sp|P67871|CSK2B_MOUSE,3971,Csnk2b,CSK2B_MOUSE Casein kinase II subunit beta
sp|P16382|IL4RA_MOUSE,3972,Il4r,IL4RA_MOUSE Interleukin-4 receptor subunit alpha
sp|P10639|THIO_MOUSE,3973,Txn,THIO_MOUSE Thioredoxin
sp|Q922Q4|P5CR2_MOUSE,3974,Pycr2,P5CR2_MOUSE Pyrroline-5-carboxylate reductase 2
sp|Q922W5|P5CR1_MOUSE,3975,Pycr1,"P5CR1_MOUSE Pyrroline-5-carboxylate reductase 1, mitochondrial"
sp|Q6ZPT1|KLHL9_MOUSE,3976,Klhl9,KLHL9_MOUSE Kelch-like protein 9
tr|E9Q8I7|E9Q8I7_MOUSE,3977,Nfxl1,E9Q8I7_MOUSE Protein Nfxl1
sp|Q9CQI9|MED30_MOUSE,3978,Med30,MED30_MOUSE Mediator of RNA polymerase II transcription subunit 30
sp|Q9QWR8|NAGAB_MOUSE,3979,Naga,NAGAB_MOUSE Alpha-N-acetylgalactosaminidase
sp|P97819|PLPL9_MOUSE,3980,Pla2g6,PLPL9_MOUSE 85/88 kDa calcium-independent phospholipase A2
sp|Q9EPV8|UBL5_MOUSE,3981,Ubl5,UBL5_MOUSE Ubiquitin-like protein 5
sp|Q60809|CNOT7_MOUSE,3982,Cnot7,CNOT7_MOUSE CCR4-NOT transcription complex subunit 7
sp|Q9D8X5|CNOT8_MOUSE,3983,Cnot8,CNOT8_MOUSE CCR4-NOT transcription complex subunit 8
sp|Q3UE37|UBE2Z_MOUSE,3984,Ube2z,UBE2Z_MOUSE Ubiquitin-conjugating enzyme E2 Z
sp|Q04857|CO6A1_MOUSE,3985,Col6a1,CO6A1_MOUSE Collagen alpha-1(VI) chain
sp|Q61382|TRAF4_MOUSE,3986,Traf4,TRAF4_MOUSE TNF receptor-associated factor 4
sp|Q4G0F8|UBN1_MOUSE,3987,Ubn1,UBN1_MOUSE Ubinuclein-1
sp|Q9Z2X8|KEAP1_MOUSE,3988,Keap1,KEAP1_MOUSE Kelch-like ECH-associated protein 1
sp|Q4KL71|SP2A3_MOUSE,3989,Sprr2a3,SP2A3_MOUSE Small proline-rich protein 2A3
sp|P62281|RS11_MOUSE,3990,Rps11,RS11_MOUSE 40S ribosomal protein S11
sp|O88531|PPT1_MOUSE,3991,Ppt1,PPT1_MOUSE Palmitoyl-protein thioesterase 1
tr|A2ABY3|A2ABY3_MOUSE,3992,Pcyt2,A2ABY3_MOUSE Ethanolamine-phosphate cytidylyltransferase
sp|Q9CRB3|HIUH_MOUSE,3993,Urah,HIUH_MOUSE 5-hydroxyisourate hydrolase
sp|Q8BUM9|UBP43_MOUSE,3994,Usp43,UBP43_MOUSE Ubiquitin carboxyl-terminal hydrolase 43
sp|Q09014|NCF1_MOUSE,3995,Ncf1,NCF1_MOUSE Neutrophil cytosol factor 1
sp|Q8R2S8|CD177_MOUSE,3996,Cd177,CD177_MOUSE CD177 antigen
sp|Q61730|IL1AP_MOUSE,3997,Il1rap,IL1AP_MOUSE Interleukin-1 receptor accessory protein
sp|Q8CG19|LTBP1_MOUSE,3998,Ltbp1,LTBP1_MOUSE Latent-transforming growth factor beta-binding protein 1
sp|P42230|STA5A_MOUSE,3999,Stat5a,STA5A_MOUSE Signal transducer and activator of transcription 5A
sp|P42232|STA5B_MOUSE,4000,Stat5b,STA5B_MOUSE Signal transducer and activator of transcription 5B
sp|Q99JR5|TINAL_MOUSE,4001,Tinagl1,TINAL_MOUSE Tubulointerstitial nephritis antigen-like
sp|Q01705|NOTC1_MOUSE,4002,Notch1,NOTC1_MOUSE Neurogenic locus notch homolog protein 1
sp|P23198|CBX3_MOUSE,4003,Cbx3,CBX3_MOUSE Chromobox protein homolog 3
sp|Q61686|CBX5_MOUSE,4004,Cbx5,CBX5_MOUSE Chromobox protein homolog 5
sp|P83917|CBX1_MOUSE,4005,Cbx1,CBX1_MOUSE Chromobox protein homolog 1
sp|Q9CQF9|PCYOX_MOUSE,4006,Pcyox1,PCYOX_MOUSE Prenylcysteine oxidase
sp|Q9WVC8|S26A3_MOUSE,4007,Slc26a3,S26A3_MOUSE Chloride anion exchanger
sp|P59644|PI5PA_MOUSE,4008,Inpp5j,"PI5PA_MOUSE Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A"
sp|Q8K0C9|GMDS_MOUSE,4009,Gmds,"GMDS_MOUSE GDP-mannose 4,6 dehydratase"
sp|Q91YI4|ARRB2_MOUSE,4010,Arrb2,ARRB2_MOUSE Beta-arrestin-2
sp|P70196|TRAF6_MOUSE,4011,Traf6,TRAF6_MOUSE TNF receptor-associated factor 6
sp|Q9QYG0|NDRG2_MOUSE,4012,Ndrg2,NDRG2_MOUSE Protein NDRG2
sp|Q8R3N1|NOP14_MOUSE,4013,Nop14,NOP14_MOUSE Nucleolar protein 14
sp|Q8BR90|CE051_MOUSE,4014,,CE051_MOUSE UPF0600 protein C5orf51 homolog
sp|Q08481|PECA1_MOUSE,4015,Pecam1,PECA1_MOUSE Platelet endothelial cell adhesion molecule
sp|O08677|KNG1_MOUSE,4016,Kng1,KNG1_MOUSE Kininogen-1
tr|Q6S9I0|Q6S9I0_MOUSE,4017,Kng2,Q6S9I0_MOUSE Kng2 protein
sp|Q61789|LAMA3_MOUSE,4018,Lama3,LAMA3_MOUSE Laminin subunit alpha-3
sp|P46938|YAP1_MOUSE,4019,Yap1,YAP1_MOUSE Yorkie homolog
sp|Q62219|TGFI1_MOUSE,4020,Tgfb1i1,TGFI1_MOUSE Transforming growth factor beta-1-induced transcript 1 protein
sp|Q3U095|NXPE2_MOUSE,4021,Nxpe2,NXPE2_MOUSE NXPE family member 2
sp|Q5SUQ9-2|CTC1_MOUSE,4022,Ctc1,CTC1_MOUSE Isoform 2 of CST complex subunit CTC1
sp|Q99PQ2|TRI11_MOUSE,4023,Trim11,TRI11_MOUSE E3 ubiquitin-protein ligase TRIM11
sp|Q9DCX1|MD2BP_MOUSE,4024,Mad2l1bp,MD2BP_MOUSE MAD2L1-binding protein
tr|Q9JJQ6|Q9JJQ6_MOUSE,4025,F8a,Q9JJQ6_MOUSE Factor 8-associated gene A
sp|Q99LM2|CK5P3_MOUSE,4026,Cdk5rap3,CK5P3_MOUSE CDK5 regulatory subunit-associated protein 3
sp|Q7M759|AB17B_MOUSE,4027,Abhd17b,AB17B_MOUSE Alpha/beta hydrolase domain-containing protein 17B
sp|P59281|RHG39_MOUSE,4028,Arhgap39,RHG39_MOUSE Rho GTPase-activating protein 39
sp|Q8K4L4|POF1B_MOUSE,4029,Pof1b,POF1B_MOUSE Protein POF1B
sp|P58742|AAAS_MOUSE,4030,Aaas,AAAS_MOUSE Aladin
sp|Q6P9R2|OXSR1_MOUSE,4031,Oxsr1,OXSR1_MOUSE Serine/threonine-protein kinase OSR1
sp|Q9Z1W9|STK39_MOUSE,4032,Stk39,STK39_MOUSE STE20/SPS1-related proline-alanine-rich protein kinase
sp|O35256|PR4A1_MOUSE,4033,Prl4a1,PR4A1_MOUSE Prolactin-4A1
sp|Q8VC57|KCTD5_MOUSE,4034,Kctd5,KCTD5_MOUSE BTB/POZ domain-containing protein KCTD5
sp|A2A7Q9|RN19B_MOUSE,4035,Rnf19b,RN19B_MOUSE E3 ubiquitin-protein ligase RNF19B
sp|P97440|SLBP_MOUSE,4036,Slbp,SLBP_MOUSE Histone RNA hairpin-binding protein
sp|Q9CPZ8|COXM1_MOUSE,4037,Cmc1,COXM1_MOUSE COX assembly mitochondrial protein homolog
sp|P20918|PLMN_MOUSE,4038,Plg,PLMN_MOUSE Plasminogen
sp|Q9Z1K6|ARI2_MOUSE,4039,Arih2,ARI2_MOUSE E3 ubiquitin-protein ligase ARIH2
sp|Q5UAK0|MIER1_MOUSE,4040,Mier1,MIER1_MOUSE Mesoderm induction early response protein 1
tr|F8VPP8|F8VPP8_MOUSE,4041,Zc3h7b,F8VPP8_MOUSE Protein Zc3h7b
sp|A2APY7|NDUF5_MOUSE,4042,Ndufaf5,NDUF5_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5
sp|P52479-2|UBP10_MOUSE,4043,Usp10,UBP10_MOUSE Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 10
sp|O89079|COPE_MOUSE,4044,Cope,COPE_MOUSE Coatomer subunit epsilon
sp|Q8BIW1|PRUNE_MOUSE,4045,Prune,PRUNE_MOUSE Protein prune homolog
sp|Q9R098|HGFA_MOUSE,4046,Hgfac,HGFA_MOUSE Hepatocyte growth factor activator
sp|Q9R059|FHL3_MOUSE,4047,Fhl3,FHL3_MOUSE Four and a half LIM domains protein 3
sp|P08122|CO4A2_MOUSE,4048,Col4a2,CO4A2_MOUSE Collagen alpha-2(IV) chain
sp|Q8VI63|MOB2_MOUSE,4049,Mob2,MOB2_MOUSE MOB kinase activator 2
sp|P35979|RL12_MOUSE,4050,Rpl12,RL12_MOUSE 60S ribosomal protein L12
sp|Q6NZQ4|PAXI1_MOUSE,4051,Paxip1,PAXI1_MOUSE PAX-interacting protein 1
sp|Q8VE38|OXND1_MOUSE,4052,Oxnad1,OXND1_MOUSE Oxidoreductase NAD-binding domain-containing protein 1
tr|Q80ZX0|Q80ZX0_MOUSE,4053,Sec24b,Q80ZX0_MOUSE Protein Sec24b
sp|Q8CII2|CD123_MOUSE,4054,Cdc123,CD123_MOUSE Cell division cycle protein 123 homolog
sp|Q9R1J0|NSDHL_MOUSE,4055,Nsdhl,"NSDHL_MOUSE Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"
sp|Q6WVG3|KCD12_MOUSE,4056,Kctd12,KCD12_MOUSE BTB/POZ domain-containing protein KCTD12
tr|Q8C7J6|Q8C7J6_MOUSE,4057,Kctd12b,Q8C7J6_MOUSE Potassium channel tetramerisation domain containing 12b
sp|Q9Z0Z7|KLF5_MOUSE,4058,Klf5,KLF5_MOUSE Krueppel-like factor 5
tr|D3Z0M9|D3Z0M9_MOUSE,4059,Ddx23,"D3Z0M9_MOUSE MCG18410, isoform CRA_a"
sp|Q9CZI9|AEN_MOUSE,4060,Aen,AEN_MOUSE Apoptosis-enhancing nuclease
sp|Q9D6Y9|GLGB_MOUSE,4061,Gbe1,"GLGB_MOUSE 1,4-alpha-glucan-branching enzyme"
sp|P50228|CXCL5_MOUSE,4062,Cxcl5,CXCL5_MOUSE C-X-C motif chemokine 5
sp|Q99J62|RFC4_MOUSE,4063,Rfc4,RFC4_MOUSE Replication factor C subunit 4
sp|Q80W65|PCSK9_MOUSE,4064,Pcsk9,PCSK9_MOUSE Proprotein convertase subtilisin/kexin type 9
sp|Q9Z2L6|MINP1_MOUSE,4065,Minpp1,MINP1_MOUSE Multiple inositol polyphosphate phosphatase 1
sp|P97393|RHG05_MOUSE,4066,Arhgap5,RHG05_MOUSE Rho GTPase-activating protein 5
sp|Q9WVJ9|FBLN4_MOUSE,4067,Efemp2,FBLN4_MOUSE EGF-containing fibulin-like extracellular matrix protein 2
sp|Q9D0M0|EXOS7_MOUSE,4068,Exosc7,EXOS7_MOUSE Exosome complex exonuclease RRP42
sp|Q9WVA3|BUB3_MOUSE,4069,Bub3,BUB3_MOUSE Mitotic checkpoint protein BUB3
sp|P70434|IRF7_MOUSE,4070,Irf7,IRF7_MOUSE Interferon regulatory factor 7
sp|Q9R062|GLYG_MOUSE,4071,Gyg1,GLYG_MOUSE Glycogenin-1
sp|D3YX43|VSI10_MOUSE,4072,Vsig10,VSI10_MOUSE V-set and immunoglobulin domain-containing protein 10
sp|P83870|PHF5A_MOUSE,4073,Phf5a,PHF5A_MOUSE PHD finger-like domain-containing protein 5A
sp|Q91XI1|DUS3L_MOUSE,4074,Dus3l,DUS3L_MOUSE tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like
sp|P10518|HEM2_MOUSE,4075,Alad,HEM2_MOUSE Delta-aminolevulinic acid dehydratase
sp|Q8C407|YIPF4_MOUSE,4076,Yipf4,YIPF4_MOUSE Protein YIPF4
sp|P63037|DNJA1_MOUSE,4077,Dnaja1,DNJA1_MOUSE DnaJ homolog subfamily A member 1
sp|Q8K3G5|VRK3_MOUSE,4078,Vrk3,VRK3_MOUSE Inactive serine/threonine-protein kinase VRK3
sp|Q922Q1|MARC2_MOUSE,4079,Marc2,MARC2_MOUSE Mitochondrial amidoxime reducing component 2
sp|Q8R1N4|NUDC3_MOUSE,4080,Nudcd3,NUDC3_MOUSE NudC domain-containing protein 3
sp|Q922U1|PRPF3_MOUSE,4081,Prpf3,PRPF3_MOUSE U4/U6 small nuclear ribonucleoprotein Prp3
sp|Q9DBD0|ICA_MOUSE,4082,Ica,ICA_MOUSE Inhibitor of carbonic anhydrase
sp|Q6PFQ7|RASL2_MOUSE,4083,Rasa4,RASL2_MOUSE Ras GTPase-activating protein 4
sp|Q8BPB5|FBLN3_MOUSE,4084,Efemp1,FBLN3_MOUSE EGF-containing fibulin-like extracellular matrix protein 1
sp|Q8BH58|TIPRL_MOUSE,4085,Tiprl,TIPRL_MOUSE TIP41-like protein
sp|P97430|SLPI_MOUSE,4086,Slpi,SLPI_MOUSE Antileukoproteinase
sp|Q8VCM5|MUL1_MOUSE,4087,Mul1,MUL1_MOUSE Mitochondrial ubiquitin ligase activator of NFKB 1
sp|Q61592|GAS6_MOUSE,4088,Gas6,GAS6_MOUSE Growth arrest-specific protein 6
sp|D3Z7P3|GLSK_MOUSE,4089,Gls,"GLSK_MOUSE Glutaminase kidney isoform, mitochondrial"
sp|D3Z7P3-2|GLSK_MOUSE,4090,Gls,"GLSK_MOUSE Isoform 2 of Glutaminase kidney isoform, mitochondrial"
sp|P58929|GMEB2_MOUSE,4091,Gmeb2,GMEB2_MOUSE Glucocorticoid modulatory element-binding protein 2
sp|Q8CBA2|SLFN5_MOUSE,4092,Slfn5,SLFN5_MOUSE Schlafen family member 5
sp|O35218|CPSF2_MOUSE,4093,Cpsf2,CPSF2_MOUSE Cleavage and polyadenylation specificity factor subunit 2
sp|P54310|LIPS_MOUSE,4094,Lipe,LIPS_MOUSE Hormone-sensitive lipase
sp|Q3V3R4|ITA1_MOUSE,4095,Itga1,ITA1_MOUSE Integrin alpha-1
sp|Q61878|PRG2_MOUSE,4096,Prg2,PRG2_MOUSE Bone marrow proteoglycan
sp|Q8CD92|TTC27_MOUSE,4097,Ttc27,TTC27_MOUSE Tetratricopeptide repeat protein 27
sp|Q9Z1D1|EIF3G_MOUSE,4098,Eif3g,EIF3G_MOUSE Eukaryotic translation initiation factor 3 subunit G
sp|Q8BHT6|B3GLT_MOUSE,4099,B3galtl,"B3GLT_MOUSE Beta-1,3-glucosyltransferase"
sp|Q99PN3|TRI26_MOUSE,4100,Trim26,TRI26_MOUSE Tripartite motif-containing protein 26
sp|Q8VIB3|SIA10_MOUSE,4101,St3gal6,"SIA10_MOUSE Type 2 lactosamine alpha-2,3-sialyltransferase"
tr|E9PZ00|E9PZ00_MOUSE,4102,Psap,E9PZ00_MOUSE Sulfated glycoprotein 1
sp|Q9QZH6|ECSIT_MOUSE,4103,Ecsit,"ECSIT_MOUSE Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial"
sp|Q9CZX9|EMC4_MOUSE,4104,Emc4,EMC4_MOUSE ER membrane protein complex subunit 4
sp|Q99KN2|CIAO1_MOUSE,4105,Ciao1,CIAO1_MOUSE Probable cytosolic iron-sulfur protein assembly protein CIAO1
sp|Q921L5|COG2_MOUSE,4106,Cog2,COG2_MOUSE Conserved oligomeric Golgi complex subunit 2
sp|Q99L13|3HIDH_MOUSE,4107,Hibadh,"3HIDH_MOUSE 3-hydroxyisobutyrate dehydrogenase, mitochondrial"
sp|Q3UIK4|MET14_MOUSE,4108,Mettl14,MET14_MOUSE N6-adenosine-methyltransferase subunit METTL14
sp|Q99J09|MEP50_MOUSE,4109,Wdr77,MEP50_MOUSE Methylosome protein 50
sp|Q9CR09|UFC1_MOUSE,4110,Ufc1,UFC1_MOUSE Ubiquitin-fold modifier-conjugating enzyme 1
sp|P62962|PROF1_MOUSE,4111,Pfn1,PROF1_MOUSE Profilin-1
sp|Q1HFZ0|NSUN2_MOUSE,4112,Nsun2,NSUN2_MOUSE tRNA (cytosine(34)-C(5))-methyltransferase
tr|E9QPY6|E9QPY6_MOUSE,4113,Msh3,E9QPY6_MOUSE DNA mismatch repair protein Msh3
sp|Q8BSQ9|PB1_MOUSE,4114,Pbrm1,PB1_MOUSE Protein polybromo-1
tr|D3Z1M8|D3Z1M8_MOUSE,4115,Pbrm1,D3Z1M8_MOUSE Protein polybromo-1 (Fragment)
tr|Q14B01|Q14B01_MOUSE,4116,Rnf113a2,Q14B01_MOUSE Protein Rnf113a2
tr|Q8R3P8|Q8R3P8_MOUSE,4117,Rnf113a1,Q8R3P8_MOUSE Protein Rnf113a1
sp|Q8VI36|PAXI_MOUSE,4118,Pxn,PAXI_MOUSE Paxillin
sp|Q9CX56|PSMD8_MOUSE,4119,Psmd8,PSMD8_MOUSE 26S proteasome non-ATPase regulatory subunit 8
sp|P70318|TIAR_MOUSE,4120,Tial1,TIAR_MOUSE Nucleolysin TIAR
sp|P52912|TIA1_MOUSE,4121,Tia1,TIA1_MOUSE Nucleolysin TIA-1
sp|Q80Z60|ECE2_MOUSE,4122,Ece2,ECE2_MOUSE Endothelin-converting enzyme 2
sp|Q9D6K7|TTC33_MOUSE,4123,Ttc33,TTC33_MOUSE Tetratricopeptide repeat protein 33
sp|Q9JHE7|TSSC4_MOUSE,4124,Tssc4,TSSC4_MOUSE Protein TSSC4
sp|P11930|NUD19_MOUSE,4125,Nudt19,"NUD19_MOUSE Nucleoside diphosphate-linked moiety X motif 19, mitochondrial"
sp|Q6PDJ1|CAHD1_MOUSE,4126,Cachd1,CAHD1_MOUSE VWFA and cache domain-containing protein 1
sp|Q8BU04|UBR7_MOUSE,4127,Ubr7,UBR7_MOUSE Putative E3 ubiquitin-protein ligase UBR7
sp|Q9Z2A7|DGAT1_MOUSE,4128,Dgat1,DGAT1_MOUSE Diacylglycerol O-acyltransferase 1
sp|O35326|SRSF5_MOUSE,4129,Srsf5,SRSF5_MOUSE Serine/arginine-rich splicing factor 5
sp|Q8VE97|SRSF4_MOUSE,4130,Srsf4,SRSF4_MOUSE Serine/arginine-rich splicing factor 4
sp|Q3TWW8|SRSF6_MOUSE,4131,Srsf6,SRSF6_MOUSE Serine/arginine-rich splicing factor 6
sp|Q99N84|RT18B_MOUSE,4132,Mrps18b,"RT18B_MOUSE 28S ribosomal protein S18b, mitochondrial"
sp|P23591|FCL_MOUSE,4133,Tsta3,FCL_MOUSE GDP-L-fucose synthase
sp|Q9R0U0|SRS10_MOUSE,4134,Srsf10,SRS10_MOUSE Serine/arginine-rich splicing factor 10
sp|Q62093|SRSF2_MOUSE,4135,Srsf2,SRSF2_MOUSE Serine/arginine-rich splicing factor 2
sp|Q6PDM2|SRSF1_MOUSE,4136,Srsf1,SRSF1_MOUSE Serine/arginine-rich splicing factor 1
tr|J3QPS2|J3QPS2_MOUSE,4137,Crybg3,J3QPS2_MOUSE Beta/gamma crystallin domain-containing protein 3
sp|Q8BUV8|GP107_MOUSE,4138,Gpr107,GP107_MOUSE Protein GPR107
sp|Q99K95|RTF2_MOUSE,4139,Rtfdc1,RTF2_MOUSE Protein RTF2 homolog
sp|P98203|ARVC_MOUSE,4140,Arvcf,ARVC_MOUSE Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog
sp|Q9EPC1|PARVA_MOUSE,4141,Parva,PARVA_MOUSE Alpha-parvin
sp|Q9ES46|PARVB_MOUSE,4142,Parvb,PARVB_MOUSE Beta-parvin
sp|O70546|KDM6A_MOUSE,4143,Kdm6a,KDM6A_MOUSE Lysine-specific demethylase 6A
sp|Q8CI33|C19L1_MOUSE,4144,Cwf19l1,C19L1_MOUSE CWF19-like protein 1
sp|Q9ER38|TOR3A_MOUSE,4145,Tor3a,TOR3A_MOUSE Torsin-3A
sp|Q14CH7|SYAM_MOUSE,4146,Aars2,"SYAM_MOUSE Alanine--tRNA ligase, mitochondrial"
sp|Q91YR1|TWF1_MOUSE,4147,Twf1,TWF1_MOUSE Twinfilin-1
sp|Q9Z0P5|TWF2_MOUSE,4148,Twf2,TWF2_MOUSE Twinfilin-2
sp|Q8K4X7|PLCD_MOUSE,4149,Agpat4,PLCD_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase delta
sp|Q8C7V8|CC134_MOUSE,4150,Ccdc134,CC134_MOUSE Coiled-coil domain-containing protein 134
sp|Q6X893|CTL1_MOUSE,4151,Slc44a1,CTL1_MOUSE Choline transporter-like protein 1
sp|Q9ET30|TM9S3_MOUSE,4152,Tm9sf3,TM9S3_MOUSE Transmembrane 9 superfamily member 3
sp|P49586|PCY1A_MOUSE,4153,Pcyt1a,PCY1A_MOUSE Choline-phosphate cytidylyltransferase A
sp|Q8BV49|IFIX_MOUSE,4154,Pyhin1,IFIX_MOUSE Pyrin and HIN domain-containing protein 1
sp|Q8R4H9|ZNT5_MOUSE,4155,Slc30a5,ZNT5_MOUSE Zinc transporter 5
sp|P51569|AGAL_MOUSE,4156,Gla,AGAL_MOUSE Alpha-galactosidase A
sp|Q8BXK8|AGAP1_MOUSE,4157,Agap1,"AGAP1_MOUSE Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1"
sp|Q8QZV7|ASUN_MOUSE,4158,Asun,ASUN_MOUSE Protein asunder homolog
sp|Q3UMR5|MCU_MOUSE,4159,Mcu,"MCU_MOUSE Calcium uniporter protein, mitochondrial"
sp|Q9D309|FAM3B_MOUSE,4160,Fam3b,FAM3B_MOUSE Protein FAM3B
sp|Q61216|MRE11_MOUSE,4161,Mre11a,MRE11_MOUSE Double-strand break repair protein MRE11A
sp|Q60649|CLPB_MOUSE,4162,Clpb,CLPB_MOUSE Caseinolytic peptidase B protein homolog
sp|P62331|ARF6_MOUSE,4163,Arf6,ARF6_MOUSE ADP-ribosylation factor 6
sp|Q9EPB4|ASC_MOUSE,4164,Pycard,ASC_MOUSE Apoptosis-associated speck-like protein containing a CARD
tr|E9Q8E3|E9Q8E3_MOUSE,4165,Abi3bp,E9Q8E3_MOUSE Protein Abi3bp
sp|D3Z6P0|PDIA2_MOUSE,4166,Pdia2,PDIA2_MOUSE Protein disulfide-isomerase A2
sp|Q9Z2U2|ZN292_MOUSE,4167,Zfp292,ZN292_MOUSE Zinc finger protein 292
tr|G3X9J0|G3X9J0_MOUSE,4168,Sipa1l3,G3X9J0_MOUSE MCG122846
sp|Q8VCI5|PEX19_MOUSE,4169,Pex19,PEX19_MOUSE Peroxisomal biogenesis factor 19
sp|A3KMP2|TTC38_MOUSE,4170,Ttc38,TTC38_MOUSE Tetratricopeptide repeat protein 38
sp|Q64449|MRC2_MOUSE,4171,Mrc2,MRC2_MOUSE C-type mannose receptor 2
sp|A2ALW5|DJC25_MOUSE,4172,Dnajc25,DJC25_MOUSE DnaJ homolog subfamily C member 25
sp|Q3U2I3|F16A2_MOUSE,4173,Fam160a2,F16A2_MOUSE FTS and Hook-interacting protein
sp|Q8BTI9|PK3CB_MOUSE,4174,Pik3cb,"PK3CB_MOUSE Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
sp|Q9D338|RM19_MOUSE,4175,Mrpl19,"RM19_MOUSE 39S ribosomal protein L19, mitochondrial"
sp|Q9D517|PLCC_MOUSE,4176,Agpat3,PLCC_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma
sp|P39654|LOX15_MOUSE,4177,Alox15,LOX15_MOUSE Arachidonate 15-lipoxygenase
sp|Q61194|P3C2A_MOUSE,4178,Pik3c2a,P3C2A_MOUSE Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha
sp|Q8CFK6|DEN1C_MOUSE,4179,Dennd1c,DEN1C_MOUSE DENN domain-containing protein 1C
sp|Q9QZK2|BCAR3_MOUSE,4180,Bcar3,BCAR3_MOUSE Breast cancer anti-estrogen resistance protein 3
sp|P63328-2|PP2BA_MOUSE,4181,Ppp3ca,PP2BA_MOUSE Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
sp|P48453|PP2BB_MOUSE,4182,Ppp3cb,PP2BB_MOUSE Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform
sp|Q8BUY5|TIDC1_MOUSE,4183,Timmdc1,"TIDC1_MOUSE Complex I assembly factor TIMMDC1, mitochondrial"
sp|Q925B0|PAWR_MOUSE,4184,Pawr,PAWR_MOUSE PRKC apoptosis WT1 regulator protein
tr|Q6GT24|Q6GT24_MOUSE,4185,Prdx6,Q6GT24_MOUSE Peroxiredoxin 6
sp|Q4KWH5|PLCH1_MOUSE,4186,Plch1,"PLCH1_MOUSE 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1"
sp|Q9Z0H8|CLIP2_MOUSE,4187,Clip2,CLIP2_MOUSE CAP-Gly domain-containing linker protein 2
sp|Q922J3|CLIP1_MOUSE,4188,Clip1,CLIP1_MOUSE CAP-Gly domain-containing linker protein 1
sp|A2AP18|PLCH2_MOUSE,4189,Plch2,"PLCH2_MOUSE 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2"
